lat,lon,rep_date,source,sensor,fwi,fuel,ros,sfc,tfc,bfc,hfi,estarea
45.7986,-106.106,2026-09-05 20:34:00,NASA_w,VIIRS-I,42.6,M1_50,12.276,2.79711,2.79711,2.79711,8021,19.5398
45.8027,-106.113,2026-09-05 20:34:00,NASA_w,VIIRS-I,42.6,M1_50,12.276,2.79711,2.79711,2.79711,9862,19.5398
42.143,-111.939,2026-09-05 20:34:00,NASA_w,VIIRS-I,70.1,farm,12.6976,0.35,0.35,0.35,1291,2.20195
41.1409,-111.889,2026-09-05 20:34:00,NASA_w,VIIRS-I,68.9,O1b,0,0.35,0.35,2.0125,0,6.44318
41.137,-111.893,2026-09-05 20:34:00,NASA_w,VIIRS-I,68.9,M1_50,0,2.32676,2.32676,2.45797,0,6.44318
41.1403,-111.894,2026-09-05 20:34:00,NASA_w,VIIRS-I,68.9,M1_50,0,2.32676,2.32676,2.32676,0,6.44318
41.1376,-111.888,2026-09-05 20:34:00,NASA_w,VIIRS-I,68.9,C3,59.275,2.9786,4.1286,4.1286,38962,6.44318
58.5209,-116.196,2026-09-05 20:38:00,NASA_w,VIIRS-I,0.86,M1_50,0.204,0.655,0.655,2.00599,123,4.125
58.5244,-116.198,2026-09-05 20:38:00,NASA_w,VIIRS-I,0.86,M1_50,0.204,0.655,0.655,2.00521,123,2.97538
58.5262,-116.214,2026-09-05 20:38:00,NASA_w,VIIRS-I,0.86,M1_50,0.204,0.655,0.655,1.95477,120,4.125
61.9707,-120.704,2026-09-05 20:40:00,NASA_w,VIIRS-I,8.04,M2_50,1.075,1.625,1.625,5.06305,1633,3.61932
61.9697,-120.711,2026-09-05 20:40:00,NASA_w,VIIRS-I,8.04,M2_50,1.075,1.625,1.625,5.18944,1674,3.61932
61.9645,-120.724,2026-09-05 20:40:00,NASA_w,VIIRS-I,8.04,M2_50,1.075,1.625,1.625,5.12718,1654,3.61932
61.294,-123.033,2026-09-05 20:40:00,NASA_w,VIIRS-I,4.37,D2,0,0,0,4.51144,0,3.61932
61.3716,-122.962,2026-09-05 20:40:00,NASA_w,VIIRS-I,3.73,C2,0.728,1.963,1.963,4.33622,947,3.61932
41.1924,-85.2581,2026-09-05 20:49:00,NASA_z,MODIS,0.9,farm,0.00866884,0.35,0.35,0.478508,1,16.0067
54.0074,-104.075,2026-09-05 20:55:00,NASA_z,MODIS,4.94,C2,1.331,1.334,1.334,1.98748,1162,7.47727
41.1404,-111.889,2026-09-05 21:16:00,HMS,VIIRS-I,68.9,O1b,0,0.35,0.35,2.0125,0,6.91463
41.1441,-111.895,2026-09-05 21:16:00,HMS,VIIRS-I,68.9,O1b,0,0.35,0.35,1.26332,0,6.91463
41.1402,-111.894,2026-09-05 21:16:00,HMS,VIIRS-I,68.9,M1_50,0,2.32676,2.32676,2.32676,0,6.91463
41.1382,-111.891,2026-09-05 21:16:00,HMS,VIIRS-I,68.9,O1b,0,0.35,0.35,2.45797,0,6.91463
58.523,-116.197,2026-09-05 21:22:00,HMS,VIIRS-I,0.86,M1_50,0.204,0.655,0.655,2.00521,123,3.19309
61.2938,-123.045,2026-09-05 22:17:00,HMS,VIIRS-I,4.43,C2,0.877,2.068,2.068,4.48428,1180,3.88415
61.2935,-123.033,2026-09-05 22:17:00,HMS,VIIRS-I,4.37,D2,0,0,0,4.51144,0,3.88415
45.4698,-106.545,2026-09-05 22:29:00,NASA_z,MODIS,72.3,O1b,0,0.35,0.35,4.76566,0,20.9695
45.4619,-106.538,2026-09-05 22:29:00,NASA_z,MODIS,72.3,O1b,0,0.35,0.35,4.41504,0,20.9695
46.1726,-107.693,2026-09-05 22:29:00,NASA_z,MODIS,55.3,M1_50,23.3174,2.5225,2.5225,2.5225,6864,20.9695
41.1459,-111.896,2026-09-05 22:29:00,NASA_z,MODIS,68.9,M1_50,0,2.32676,2.32676,2.32676,0,6.91463
45.4615,-106.526,2026-09-05 22:29:00,NASA_z,MODIS,72.3,O1b,0,0.35,0.35,3.98966,0,20.9695
45.4716,-106.527,2026-09-05 22:29:00,NASA_z,MODIS,72.3,O1b,0,0.35,0.35,3.11499,0,20.9695
46.1709,-107.709,2026-09-05 22:29:00,NASA_z,MODIS,55.3,M1_50,23.3174,2.5225,2.5225,2.5225,7964,20.9695
41.1369,-111.895,2026-09-05 22:29:00,NASA_z,MODIS,68.9,M1_50,0,2.32676,2.32676,2.32676,0,6.91463
56.6691,-121.353,2026-09-05 22:33:00,NASA_z,MODIS,14.26,farm,0,0,0,0.998252,0,0.594757
58.5179,-116.191,2026-09-05 22:33:00,NASA_z,MODIS,0.86,M1_25,0.096,0.532,0.532,2.00953,58,3.19309
61.3543,-122.965,2026-09-05 22:35:00,NASA_z,MODIS,4.01,C2,0.791,2.002,2.002,4.50485,1069,3.88415
61.3628,-122.972,2026-09-05 22:35:00,NASA_z,MODIS,4.01,C2,0.791,2.002,2.002,4.3785,1039,3.88415
61.286,-123.073,2026-09-05 22:35:00,NASA_z,MODIS,4.29,C2,0.845,2.054,2.054,4.60173,1167,3.88415
61.2893,-123.055,2026-09-05 22:35:00,NASA_z,MODIS,4.43,C2,0.877,2.068,2.068,4.73509,1246,3.88415
61.2926,-123.036,2026-09-05 22:35:00,NASA_z,MODIS,4.43,C2,0.877,2.068,2.068,4.59417,1209,3.88415
61.2643,-122.821,2026-09-05 22:35:00,NASA_z,MODIS,4.57,C2,0.917,2.078,2.078,4.7945,1323,3.88415
61.738,-122.491,2026-09-05 22:35:00,NASA_z,MODIS,5.87,D2,0,0,0,4.7567,0,3.88415
